#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
16,16,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,2.2671,9.824,0.4711,-0.3098,0,-41.5282,0.3386,0.2149,0.0662,15.948,-14,180,7919,7,-12.8108,-7.8423,-0.0058,-0.027,-83.153,30,120,8000,4,-12.895,13.461,0.0268,0.0859,70.921,-15,60,7783.44,15,-8.8822,-19.4164,0.0128,-0.0278,-39.796,50,120,8000,11,-9.6151,24.1562,-0.0578,0.0358,57.389,-90,180,7925.8,9,-6.8867,2.2332,0.0074,0.0422,99.846,-10,60,8000,2,-0.4375,-13.3423,0.105,-0.1469,-58.329,89,120,7963.3,17,0.8721,10.7409,0.1754,-0.1073,-30.607,85,120,7838.51,8,1.3966,-25.9457,0.0082,-0.0001,78.784,-14,120,8000,13,3.2915,27.5369,0.0312,-0.0006,6.063,-90,120,7983.65,10,6.3537,0.1696,0.4076,0.0306,0.496,90,60,7694.77,0,38.5547,0.1434,-0.3914,0.0123,179.424,-14.987,120,7285,4,17.7861,18.3626,-0.0063,0.126,160.209,-14.349,60,7924.69,7,11.7655,2.0408,-0.0096,-0.0065,-166.33,-53.193,60,7712.76,16,17.1207,-1.8447,0.0024,0.0693,150.785,90,60,7844.96,10,17.5214,-17.0546,0.0002,0.0029,155.262,-35.666,60,8000,2,9.7403,16.2666,-0.1468,0.2056,95.476,33.75,60,7789.21,15,12.3543,0.6287,0.3421,0.0778,15.753,-89.999,60,7786.56,11,9.2917,-12.8411,0.2772,0.1501,27.689,-50.432,60,7516.93,13,5.751,16.5301,0.2529,-0.2172,-43.7,-74.262,60,7623.16,9,6.0239,-2.1732,0.0324,-0.0265,-44.729,-36.074,60,7742.97,8,10.2094,-14.3751,0.2428,0.2084,39.073,69.001,60,7342.76
17,17,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,2.7388,9.5121,0.4434,-0.2932,0,-40.9979,0.477,0.2121,0.0553,15.948,-13,180,7910,7,-12.7919,-8.0658,0.0081,-0.0962,-83.153,81,120,8000,4,-12.7872,13.8265,0.0325,0.1104,70.921,-84,60,7785,15,-8.6734,-19.5968,0.0821,-0.0709,-39.796,90,120,7996.64,11,-9.672,24.1978,-0.0208,0.0153,23.817,-55,120,7966.93,9,-6.8766,2.2771,0.0046,0.0199,15.268,21,60,8000,2,-0.1444,-13.876,0.1243,-0.2262,-58.329,-30,120,7926.61,17,1.5525,10.3289,0.2405,-0.1456,-30.607,43,120,7780.83,8,1.4436,-25.7222,0.0175,0.0834,78.784,9,180,8000,13,3.8846,27.577,0.2204,0.0149,6.063,-90,120,7930.37,10,7.4005,0.259,0.4355,0.0372,0.496,-80,60,7639.74,0,38.1675,0.1427,-0.1549,-0.0003,175.106,-9.561,120,7330,4,17.7701,18.4858,-0.0049,0.0372,160.209,50.256,60,7966.25,7,11.7562,2.0348,-0.004,-0.0026,-166.33,-15.892,60,7760.28,16,17.1234,-1.7753,0.0013,0.0316,175.976,-39.895,60,7894.62,10,17.5216,-17.0517,0.0001,0.0012,155.262,-90,60,8000,2,9.5883,16.4515,-0.0644,0.0784,169.451,85.375,60,7834.49,15,13.2239,0.7579,0.3418,0.0508,15.753,44.001,60,7733.2,11,9.5608,-12.6659,0.0985,0.0642,-51.705,-90,60,7558.06,13,6.4323,15.9135,0.2532,-0.2292,-43.7,-75.869,60,7563.55,9,6.0543,-2.2018,0.0138,-0.013,95.265,-0.074,60,7792.34,8,10.4607,-14.1736,0.0937,0.0752,112.139,60.582,60,7383.01
18,18,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,3.1664,9.2286,0.402,-0.2665,0,-40.4888,0.63,0.2036,0.0612,15.948,-13,180,7901,7,-12.7817,-8.1681,0.0044,-0.0441,-61.38,-90,120,8000,4,-12.6464,14.185,0.0425,0.1083,70.921,-16,60,7786.56,15,-8.3606,-19.8425,0.123,-0.0966,-39.796,-10,120,7993.28,11,-9.4561,24.3369,0.0791,0.0509,23.817,-54,120,7958.06,9,-6.3388,2.399,0.244,0.0553,15.268,-74,60,7949.36,2,0.22,-14.4941,0.1545,-0.2621,-58.329,90,120,7889.91,17,2.256,9.8635,0.2486,-0.1645,-30.607,-69,120,7723.14,8,1.5174,-25.4234,0.0275,0.1114,78.784,14,180,8000,13,4.65,27.6757,0.2844,0.0367,6.063,-85,60,7877.09,10,8.3469,0.2326,0.3937,-0.011,0.496,80,60,7586.23,0,38.0157,0.1493,-0.0607,0.0026,170.891,-4.618,120,7375,4,17.7672,18.52,-0.0009,0.0103,160.209,51.99,60,8000,7,11.7522,2.0322,-0.0017,-0.0011,-166.33,-53.734,60,7807.79,16,17.1255,-1.7445,0.001,0.014,85.958,81.298,60,7944.28,10,17.5216,-17.0504,0,0.0005,155.262,53.398,60,8000,2,9.5293,16.5262,-0.025,0.0317,169.451,2.063,60,7879.77,15,14.0248,0.8153,0.3148,0.0225,15.753,85.704,60,7679.84,11,9.6596,-12.5965,0.0362,0.0254,72.67,33.75,60,7599.19,13,7.1766,15.2495,0.2766,-0.2468,-43.7,-78.82,60,7503.95,9,6.0669,-2.2146,0.0057,-0.0058,-44.14,-90,60,7841.7,8,10.5496,-14.1,0.0332,0.0275,48.082,-44.418,60,7423.26
19,19,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,3.5744,8.9807,0.3835,-0.233,0,-39.961,0.7779,0.2111,0.0592,15.948,-13,180,7892,7,-12.6712,-8.4068,0.0476,-0.1028,-61.38,81,120,8000,4,-12.5268,14.5352,0.0361,0.1058,70.921,-84,60,7788.13,15,-8.0232,-20.0934,0.1326,-0.0986,-39.796,60,120,7989.92,11,-9.156,24.4931,0.1099,0.0572,23.817,-85,120,7949.19,9,-5.6041,2.5867,0.3334,0.0852,15.268,-0,60,7898.72,2,0.6329,-15.1133,0.175,-0.2625,-58.329,-24,120,7853.21,17,2.971,9.428,0.2527,-0.1539,-30.607,-42,120,7665.45,8,1.5891,-25.0917,0.0268,0.1237,78.784,14,180,8000,13,5.2973,27.7876,0.2406,0.0416,6.063,-85,60,7853.05,10,9.3851,0.2489,0.4319,0.0068,0.496,11,60,7531.21,0,37.9543,0.1498,-0.0246,0.0002,167.792,-2.189,120,7420,4,17.7659,18.5296,-0.0004,0.0029,160.209,-12.528,60,8000,7,11.7503,2.0312,-0.0008,-0.0004,-166.33,-54.047,60,7855.31,16,17.1585,-1.2838,0.015,0.2099,85.958,-81.241,60,7893.95,10,17.5216,-17.0498,0,0.0002,155.262,-0.386,60,8000,2,9.5042,16.5584,-0.0106,0.0137,169.451,67.563,60,7925.05,15,14.825,0.78,0.3145,-0.0139,15.753,-59.946,60,7626.48,11,9.695,-12.568,0.013,0.0104,156.173,-69.083,60,7640.32,13,7.8497,14.5635,0.2502,-0.2549,-43.7,-83.434,60,7444.34,9,6.2174,-2.6192,0.0683,-0.1836,-44.14,-26.654,60,7791.06,8,11.0267,-13.6428,0.178,0.1706,48.082,59.412,60,7363.51
20,20,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,4.1743,8.9197,0.5639,-0.0574,0,-39.4002,0.9256,0.2243,0.0591,15.948,-13,180,7883,7,-12.5064,-8.7186,0.0709,-0.1343,-61.38,15,120,8000,4,-12.4924,14.6303,0.0104,0.0287,89.678,-36,60,7829.69,15,-7.6714,-20.3908,0.1383,-0.1169,-39.796,90,120,7986.56,11,-8.7842,24.6242,0.1362,0.048,23.817,-86,120,7940.32,9,-5.0164,2.7768,0.2667,0.0863,15.268,-40,60,7897.5,2,1.0633,-15.7318,0.1825,-0.2622,-58.329,90,120,7816.52,17,3.2107,9.2926,0.0847,-0.0479,-30.607,90,120,7707.77,8,1.626,-24.9668,0.0138,0.0466,-13.475,90,120,8000,13,5.9804,27.8444,0.2539,0.0211,6.063,-65,60,7824.01,10,10.3873,0.2427,0.4169,-0.0026,0.496,-89,60,7476.21,0,37.9318,0.1494,-0.009,-0.0002,167.064,-0.789,120,7465,4,17.7655,18.5325,-0.0001,0.0009,-170.771,22.512,60,8000,7,11.7495,2.0308,-0.0004,-0.0002,-166.33,-15.285,60,7902.83,16,17.201,-0.594,0.0194,0.3143,85.958,50.899,60,7843.61,10,17.5216,-17.0496,0,0.0001,155.262,-45.386,60,8000,2,9.4936,16.5718,-0.0045,0.0057,169.451,65.361,60,7970.33,15,15.6778,0.9311,0.3352,0.0594,15.753,89.054,60,7573.13,11,9.7087,-12.5572,0.005,0.004,156.173,46.755,60,7681.45,13,8.5333,13.9721,0.254,-0.2198,-43.7,-87.255,60,7384.74,9,6.4034,-3.2238,0.0844,-0.2743,-44.14,78.096,60,7740.42,8,11.664,-13.1382,0.2377,0.1882,48.082,45.412,60,7303.76
21,21,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,4.7148,8.8675,0.5081,-0.0491,0,-38.8712,1.079,0.2116,0.0614,15.948,-15,180,7874,7,-12.335,-9.0451,0.0738,-0.1407,-61.38,67,120,8000,4,-12.4772,14.911,0.0046,0.0848,89.678,-90,60,7831.25,15,-7.3301,-20.6778,0.1341,-0.1128,-39.796,90,120,7983.2,11,-8.3974,24.7893,0.1417,0.0605,23.817,-10,60,7931.45,9,-4.7414,2.8663,0.1248,0.0406,33.039,7,60,7946.86,2,1.4189,-16.3772,0.1507,-0.2736,-58.329,-29,120,7779.82,17,3.292,9.2451,0.0287,-0.0168,-9.643,45,120,7750.08,8,2.1234,-25.0324,0.1855,-0.0244,-13.475,90,120,7946.82,13,6.6053,27.9132,0.2322,0.0256,6.063,-88,60,7794.98,10,11.3322,0.239,0.3931,-0.0015,0.496,85,60,7421.19,0,37.9227,0.1489,-0.0036,-0.0002,165.762,-0.581,120,7510,4,17.7654,18.5333,-0,0.0003,20.751,-89.488,60,8000,7,12.1052,2.1356,0.1532,0.0451,-166.33,-53.556,60,7850.34,16,17.2505,0.1584,0.0225,0.3427,85.958,90,60,7793.28,10,17.5216,-17.0495,-0,0,155.262,50.816,60,8000,2,9.4896,16.5774,-0.0017,0.0024,169.451,-12.674,60,8000,15,16.0203,0.9976,0.1346,0.0261,78.46,63.48,60,7619.77,11,10.0577,-12.7393,0.1278,-0.0667,156.173,-50.259,60,7622.57,13,9.2235,13.3547,0.2565,-0.2295,-43.7,-90,60,7325.13,9,6.593,-3.8877,0.086,-0.3012,-44.14,90,60,7689.78,8,12.3081,-12.5018,0.2402,0.2374,48.082,-82.812,60,7244.01
22,22,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,5.2254,8.819,0.48,-0.0456,0,-38.3393,1.2343,0.2128,0.0621,15.948,-15,180,7865,7,-12.157,-9.4117,0.0766,-0.1579,-61.38,15,120,8000,4,-12.4716,14.992,0.0017,0.0245,62.444,-90,60,7872.81,15,-7.1905,-20.8026,0.0549,-0.049,58.636,-30,120,8000,11,-7.9988,25.001,0.146,0.0775,23.817,-88,120,7922.57,9,-4.6059,2.9128,0.0615,0.0211,132.769,90,60,7996.22,2,1.7399,-17.0376,0.1361,-0.28,-58.329,90,120,7743.13,17,3.8568,9.1534,0.1996,-0.0324,-9.643,-80,120,7692.39,8,2.8439,-25.1861,0.2688,-0.0573,-13.475,85,120,7893.65,13,7.3598,28.0341,0.2804,0.0449,6.063,-85,120,7741.7,10,12.2879,0.2817,0.3976,0.0178,0.496,-4,60,7366.17,0,37.9189,0.1488,-0.0015,-0,165.632,-0.319,120,7555,4,18.3442,18.8143,0.1748,0.0849,20.751,-45.488,60,7941.56,7,12.2575,2.1798,0.0656,0.0191,-166.33,-56.598,60,7897.86,16,17.2801,0.5027,0.0135,0.1569,26.093,58.296,60,7842.94,10,17.5216,-17.0495,-0,0,155.262,-39.485,60,8000,2,9.5004,16.7957,0.0046,0.0926,169.451,89.326,60,7945.28,15,16.15,1.0236,0.0509,0.0102,-10.913,-89.52,60,7666.41,11,10.1791,-12.816,0.0444,-0.0281,156.173,-53.258,60,7663.7,13,9.9676,12.7012,0.2766,-0.2429,-43.7,-90,60,7265.53,9,6.6988,-4.1975,0.048,-0.1406,-99.267,-62.534,60,7739.14,8,12.5446,-12.2691,0.0882,0.0868,-30.059,-90,60,7284.26
23,23,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,5.7085,8.7746,0.4541,-0.0417,0,-37.8428,1.3666,0.1986,0.0529,15.948,-15,180,7856,7,-12.0805,-9.5691,0.033,-0.0678,-46.823,87,120,8000,4,-12.3364,15.2383,0.0408,0.0744,62.444,-10,60,7874.38,15,-7.1364,-20.8512,0.0213,-0.0191,31.306,36,120,8000,11,-7.8549,25.0791,0.0527,0.0286,137.58,75,120,7963.7,9,-4.5406,2.9376,0.0296,0.0113,91.223,90,60,8000,2,1.9001,-17.3201,0.0679,-0.1197,3.411,-89,120,7788.41,17,4.6102,9.0315,0.2663,-0.0431,-9.643,-46,120,7634.71,8,3.6455,-25.3526,0.299,-0.0621,-13.475,85,120,7840.47,13,7.6484,28.0547,0.1073,0.0077,-77.591,-44,120,7782.09,10,12.6623,0.3036,0.1558,0.0091,54.255,79,60,7409.05,0,37.9174,0.1487,-0.0006,-0.0001,165.389,-0.054,120,7600,4,19.1865,19.1615,0.2544,0.1049,20.751,89.512,60,7883.13,7,12.3265,2.2021,0.0297,0.0096,-166.33,-17.114,60,7945.38,16,17.2978,0.6551,0.0081,0.0694,77.99,62.22,60,7892.6,10,17.5216,-17.0495,-0,0,155.262,-40.329,60,8000,2,9.5057,16.8837,0.0022,0.0373,169.451,75.486,60,7990.56,15,16.7185,1.0076,0.2235,-0.0063,-10.913,89.48,60,7613.05,11,10.2272,-12.8462,0.0176,-0.0111,156.173,48.039,60,7704.83,13,10.7398,12.0823,0.287,-0.23,-43.7,-90,60,7205.92,9,6.7337,-4.34,0.0158,-0.0646,170.375,-70.306,60,7788.5,8,12.6316,-12.1844,0.0324,0.0316,-143.942,-15.035,60,7324.51
24,24,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,6.1538,8.7127,0.4187,-0.0582,0,-37.3639,1.5235,0.1915,0.0628,15.948,-15,180,7847,7,-11.8999,-9.7911,0.0778,-0.0956,-46.823,0,120,8000,4,-12.1763,15.5399,0.0484,0.0911,62.444,-75,60,7875.94,15,-7.1163,-20.8717,0.0079,-0.008,-34.708,-20,120,8000,11,-7.803,25.1092,0.019,0.011,-160.286,90,120,8000,9,-4.5539,3.425,-0.006,0.2212,91.223,90,60,7949.36,2,1.9794,-17.4373,0.0336,-0.0497,101.476,8,120,7833.69,17,5.4677,8.8903,0.3031,-0.0499,-9.643,70,60,7577.02,8,4.4469,-25.5686,0.2989,-0.0806,-13.475,85,120,7787.3,13,7.7619,28.0574,0.0422,0.001,25.357,-90,120,7822.49,10,12.821,0.3153,0.066,0.0049,4.636,-89,180,7451.94,0,37.9168,0.1486,-0.0002,-0,165.307,0.203,120,7645,4,19.4268,19.2576,0.0726,0.029,125.066,18.259,60,7924.69,7,12.3568,2.2118,0.0131,0.0042,-166.33,-59.65,60,7992.9,16,17.1589,1.2462,0.0006,-0.0215,77.99,-79.449,60,7842.27,10,17.172,-17.2272,-0.1454,-0.0739,155.262,52.854,60,7942.89,2,9.5072,16.9186,0.0006,0.0148,106.875,48.822,60,8000,15,17.5952,0.8343,-0.0295,0.0022,-10.913,-89.52,60,7559.69,11,10.1809,-13.0762,-0.017,-0.0843,156.173,-55.69,60,7645.96,13,11.5309,11.5545,0.294,-0.1962,-43.7,-90,60,7146.32,9,6.7457,-4.4054,0.0055,-0.0297,-91.869,-90,60,7837.87,8,12.6639,-12.1545,0.0121,0.0111,9.284,78.715,60,7364.76
25,25,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,6.3076,8.5818,0.1446,-0.1231,0,-36.8746,1.6889,0.1957,0.0661,15.948,-15,180,7838,7,-11.6529,-10.0625,0.1064,-0.1169,-46.823,56,120,8000,4,-12.1298,15.6284,0.014,0.0267,41.984,-85,120,7917.5,15,-6.8784,-21.0208,0.0935,-0.0586,-34.708,55,120,7996.64,11,-8.3145,24.9539,-0.1874,-0.0569,-160.286,90,120,7941.13,9,-4.5676,3.7616,-0.0062,0.1527,91.223,90,60,7979.39,2,2.0102,-17.4858,0.0131,-0.0205,-29.666,-59,120,7878.97,17,5.7907,8.8228,0.1141,-0.0239,-9.643,89,60,7619.34,8,5.3022,-25.7708,0.319,-0.0754,-13.475,88,120,7734.12,13,8.2864,28.2926,0.1949,0.0874,25.357,-90,120,7769.21,10,13.4524,0.4083,0.2627,0.0387,4.636,82,180,7396.92,0,37.9166,0.1486,-0.0001,-0,164.1,0.483,120,7690,4,19.5006,19.2874,0.0223,0.009,176.198,56.509,60,7966.25,7,12.3708,2.2153,0.006,0.0015,-166.33,-61.316,60,8000,16,17.1597,1.2237,0.0003,-0.0103,-8.05,-90,60,7891.93,10,17.0174,-17.3118,-0.0643,-0.0352,155.262,0.854,60,7985.78,2,9.2186,17.2338,-0.1224,0.1336,106.875,-89.178,60,7945.28,15,18.0871,0.8213,0.1933,-0.0051,-10.913,89.48,60,7506.33,11,10.1666,-13.1603,-0.0052,-0.0308,156.173,-56.79,60,7687.09,13,12.3163,10.9512,0.2919,-0.2242,-43.7,-90,60,7086.71,9,6.7237,-4.9535,-0.01,-0.2487,-91.869,23.088,60,7787.23,8,13.2596,-12.0712,0.2222,0.031,9.284,90,60,7305.01
26,26,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,6.4509,8.4596,0.1347,-0.1149,0,-36.3674,1.8442,0.2029,0.0621,15.948,-15,180,7829,7,-11.5519,-10.1831,0.0435,-0.052,27.328,-75,120,8000,4,-11.9385,15.8475,0.0578,0.0662,41.984,-86,120,7919.06,15,-6.5981,-21.2353,0.1102,-0.0843,-34.708,90,120,7993.28,11,-8.5011,24.8971,-0.0684,-0.0208,-67.126,30,120,7982.26,9,-4.5805,4.0087,-0.0059,0.1121,91.223,90,60,8000,2,2.3751,-17.727,0.1547,-0.1022,-29.666,75,120,7842.27,17,5.9053,8.7981,0.0405,-0.0087,-126.493,-16,60,7661.65,8,6.1527,-25.999,0.3172,-0.0851,-13.475,90,120,7680.95,13,8.9726,28.6218,0.255,0.1223,25.357,-85,120,7715.94,10,14.2967,0.4427,0.3512,0.0143,4.636,83,180,7341.9,0,37.9165,0.1486,-0,-0,163.982,0.758,120,7735,4,19.5224,19.2959,0.0066,0.0026,176.198,43.109,60,8000,7,12.3767,2.2167,0.0025,0.0006,-166.33,-15.94,60,8000,16,17.6074,1.1342,0.204,-0.0408,-8.05,89.999,60,7841.6,10,17.3126,-17.5125,0.1228,-0.0835,155.262,-43.5,60,7928.67,2,9.0986,17.3654,-0.0509,0.0558,-157.822,61.098,60,7990.56,15,18.7706,0.8019,0.2686,-0.0076,-10.913,-44.52,60,7452.97,11,10.058,-13.3931,-0.0398,-0.0853,156.173,48.449,60,7628.22,13,13.0889,10.3959,0.2871,-0.2064,-43.7,-90,60,7027.11,9,6.7174,-5.6975,-0.0029,-0.3376,-91.869,90,60,7736.59,8,13.996,-12.1291,0.2747,-0.0216,9.284,90,60,7245.26
27,27,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,5.4548,7.992,-0.9364,-0.4395,0,-35.864,2.0371,0.2014,0.0772,15.948,-16,180,7820,7,-11.0635,-10.025,0.2103,0.0681,27.328,12,120,7957.52,4,-11.6893,16.0811,0.0753,0.0705,41.984,5,60,7920.63,15,-6.299,-21.4542,0.1175,-0.086,-34.708,67,120,7989.92,11,-8.5701,24.8735,-0.0252,-0.0087,19.477,-36,120,8000,9,-4.5856,4.1205,-0.0023,0.0507,91.223,90,60,8000,2,2.864,-18.0355,0.2073,-0.1308,-29.666,-69,120,7805.58,17,5.9482,8.7889,0.0152,-0.0032,-126.493,-26,60,7703.96,8,6.9186,-26.2019,0.2857,-0.0757,-13.475,90,120,7627.77,13,9.7724,28.9619,0.2972,0.1264,25.357,-89,120,7662.66,10,15.1889,0.5129,0.3711,0.0292,4.636,-84,180,7286.87,0,37.9165,0.1486,-0,-0,164.251,0.492,120,7780,4,19.5027,19.6275,-0.0059,0.1001,176.198,-32.714,60,7941.56,7,12.3792,2.2176,0.0011,0.0004,129.164,11.655,60,8000,16,18.2489,0.9674,0.2923,-0.076,-8.05,3.844,60,7791.26,10,17.45,-17.595,0.0572,-0.0343,155.262,60.197,60,7971.56,2,9.0537,17.4223,-0.019,0.0241,126.117,34.935,60,8000,15,19.0516,0.808,0.1104,0.0024,64.883,80.193,60,7499.61,11,10.0181,-13.4719,-0.0146,-0.0289,156.173,-57.642,60,7669.35,13,13.7674,9.9244,0.2522,-0.1753,-43.7,-18.492,60,6967.5,9,6.6973,-6.0202,-0.0091,-0.1464,-31,-89.999,60,7785.95,8,14.2721,-12.149,0.103,-0.0074,-17.796,-38.555,60,7285.51
28,28,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,4.5011,7.4882,-0.8965,-0.4736,0,-35.3502,2.1966,0.2055,0.0638,15.948,-16,180,7811,7,-10.8564,-9.9621,0.0892,0.0271,-58.451,-20,120,8000,4,-11.4251,16.3074,0.0798,0.0684,41.984,-86,60,7922.19,15,-5.9426,-21.6771,0.1401,-0.0876,-34.708,90,120,7986.56,11,-8.594,24.863,-0.0088,-0.0038,35.58,-90,120,8000,9,-4.5883,4.1737,-0.0012,0.0241,91.223,-72,60,8000,2,3.4282,-18.324,0.2391,-0.1223,-29.666,85,120,7768.88,17,5.9624,8.785,0.005,-0.0014,-126.493,-90,60,7746.28,8,7.2035,-26.2829,0.1063,-0.0302,-39.298,85,120,7668.02,13,10.5687,29.2815,0.2959,0.1188,25.357,-85,120,7609.38,10,16.1565,0.5606,0.4025,0.0198,4.636,72,180,7231.85,0,37.9165,0.1486,-0,0,164.372,0.242,120,7825,4,19.4957,19.7362,-0.0021,0.0328,31.005,-86.29,60,7983.13,7,12.0419,2.6761,-0.1453,0.1975,129.164,17.376,60,7947.52,16,18.7542,0.9249,-0.0308,0.0041,-8.05,-85.247,60,7740.92,10,17.8982,-17.8356,0.1864,-0.1001,155.262,-89.803,60,7914.45,2,8.7692,17.8918,-0.1206,0.199,126.117,-89.065,60,7945.28,15,19.3316,0.7617,-0.0043,-0.0001,2.068,90,60,7546.25,11,10.0062,-13.5006,-0.0043,-0.0105,-84.762,65.06,60,7710.48,13,14.4815,9.4542,0.2654,-0.1747,-43.7,89.508,60,6907.9,9,6.6858,-6.1774,-0.0052,-0.0713,-128.325,-43.475,60,7835.31,8,14.3703,-12.158,0.0366,-0.0034,-151.286,-9.026,60,7325.76
29,29,0,"play_on","AEteam",0,0,"FRA-UNIted",0,0,3.586,7.0501,-0.8602,-0.4118,0,-35.1465,2.2647,0.0815,0.0273,-9.252,8,180,7856,7,-10.7655,-9.9374,0.0391,0.0106,-96.845,89,120,8000,4,-11.3442,16.3753,0.0244,0.0205,165.883,5,180,7963.75,15,-5.7934,-21.7684,0.0586,-0.0359,-114.689,-90,120,8000,11,-8.3747,25.025,0.0803,0.0593,35.58,-75,120,7991.13,9,-4.5909,4.1978,-0.0012,0.0109,12.735,66,60,8000,2,3.6639,-18.4551,0.0999,-0.0556,-98.655,-9,120,7814.16,17,5.967,8.7837,0.0016,-0.0005,87.762,-90,60,7788.59,8,7.7694,-26.6344,0.2111,-0.1311,-39.298,89,120,7614.85,13,11.3772,29.6906,0.3005,0.152,25.357,-89,120,7556.11,10,16.5561,0.5812,0.1662,0.0086,-56.965,-81,180,7274.74,0,37.9165,0.1486,-0,0,169.597,-1.45,120,7870,4,20.0848,20.0958,0.1779,0.1086,31.005,89.71,60,7924.69,7,12.0527,3.1008,0.0047,0.1829,129.164,-44.624,60,7895.03,16,18.722,0.9279,-0.0147,0.0014,64.065,89.753,60,7790.59,10,18.4551,-18.0987,0.2317,-0.1094,155.262,-42.224,60,7857.34,2,8.6595,18.1072,-0.0465,0.0913,-158.684,54.952,60,7990.56,15,19.8566,0.7504,0.2063,-0.0045,2.068,-89.999,60,7492.89,11,9.8894,-14.0293,-0.0428,-0.1936,-84.762,-67.336,60,7651.6,13,14.7439,9.2805,0.0975,-0.0646,-119.563,-52.719,60,6948.29,9,6.6837,-6.2541,-0.001,-0.0348,102.251,-22.457,60,7884.67,8,14.4084,-12.1641,0.0142,-0.0023,164.682,-57.384,60,7366.01
